   d,     efc,       m,     efs,       k,      dc,    lp50,    lp99,    lave,        dp50,        dp99,        dave,    op50,    op99,    oave,    rp50,    rp99,    rave
 100,     200,       5,      10,     100,    2403,    0.03,    0.06,    0.03,      352.00,      672.07,      371.13,    0.00,    0.10,    0.02,    0.07,    0.20,    0.06
 100,     200,       5,      20,     100,    2403,    0.04,    0.09,    0.04,      540.00,     1009.10,      573.74,    0.00,    0.20,    0.06,    0.19,    0.35,    0.14
 100,     200,       5,      50,     100,    2403,    0.08,    0.18,    0.09,     1015.00,     2028.09,     1087.51,    0.33,    0.50,    0.25,    0.36,    0.59,    0.32
 100,     200,       5,     100,     100,    2403,    0.16,    0.37,    0.17,     1685.00,     3127.11,     1795.33,    0.86,    1.00,    0.65,    0.50,    0.99,    0.50
 100,     200,       5,     150,     100,    3482,    0.23,    0.50,    0.25,     2322.50,     4361.34,     2433.79,    0.90,    1.00,    0.73,    0.57,    0.99,    0.55
 100,     200,       5,     200,     100,    4564,    0.31,    0.67,    0.33,     2921.50,     5263.11,     3036.11,    0.91,    1.00,    0.77,    0.62,    1.00,    0.60
 100,     200,       5,     250,     100,    5651,    0.38,    0.78,    0.41,     3517.00,     6334.13,     3624.75,    0.92,    1.00,    0.81,    0.66,    1.00,    0.63
 100,     200,       5,     300,     100,    6733,    0.45,    0.85,    0.47,     4088.00,     7141.47,     4176.33,    0.93,    1.00,    0.83,    0.69,    1.00,    0.65
 100,     200,       5,     500,     100,   11066,    0.74,    1.29,    0.76,     6247.50,     9838.28,     6278.41,    0.94,    1.00,    0.88,    0.76,    1.00,    0.71
 100,     200,       5,     750,     100,   16475,    1.08,    1.69,    1.09,     8833.00,    12808.96,     8760.41,    0.94,    1.00,    0.90,    0.81,    1.00,    0.74
 100,     200,       5,    1000,     100,   21889,    1.38,    2.01,    1.39,    11312.50,    15553.85,    11186.89,    0.95,    1.00,    0.91,    0.84,    1.00,    0.77
 100,     200,       5,    2000,     100,   43462,    2.67,    3.77,    2.67,    20932.50,    26576.34,    20522.62,    0.96,    1.00,    0.93,    0.90,    1.00,    0.83
 100,     200,       5,    3000,     100,   64965,    4.11,    6.65,    4.14,    30143.00,    38064.25,    29525.36,    0.96,    1.00,    0.94,    0.92,    1.00,    0.85
