   d,     efc,       m,     efs,       k,      dc,    lp50,    lp99,    lave,        dp50,        dp99,        dave,    op50,    op99,    oave,    rp50,    rp99,    rave
 200,     300,       6,      10,     100,    2476,    0.04,    0.08,    0.04,      425.00,      814.01,      447.69,    0.00,    0.10,    0.03,    0.08,    0.20,    0.07
 200,     300,       6,      20,     100,    2476,    0.05,    0.12,    0.06,      651.00,     1230.05,      691.10,    0.07,    0.20,    0.09,    0.17,    0.33,    0.14
 200,     300,       6,      50,     100,    2476,    0.13,    0.28,    0.14,     1215.50,     2305.07,     1276.23,    0.43,    0.50,    0.32,    0.34,    0.58,    0.30
 200,     300,       6,     100,     100,    2476,    0.25,    0.49,    0.26,     2047.50,     3587.07,     2111.25,    0.92,    1.00,    0.77,    0.47,    0.98,    0.47
 200,     300,       6,     150,     100,    3554,    0.37,    0.73,    0.40,     2827.00,     4815.10,     2880.44,    0.95,    1.00,    0.83,    0.54,    0.99,    0.53
 200,     300,       6,     200,     100,    4640,    0.49,    0.91,    0.51,     3579.00,     6027.39,     3605.08,    0.96,    1.00,    0.85,    0.60,    1.00,    0.56
 200,     300,       6,     250,     100,    5721,    0.62,    1.16,    0.65,     4310.00,     7355.55,     4329.32,    0.96,    1.00,    0.88,    0.64,    1.00,    0.59
 200,     300,       6,     300,     100,    6800,    0.74,    1.33,    0.77,     5026.00,     8149.47,     5015.20,    0.96,    1.00,    0.89,    0.68,    1.00,    0.62
 200,     300,       6,     500,     100,   11116,    1.20,    2.13,    1.22,     7726.00,    12577.94,     7656.01,    0.97,    1.00,    0.92,    0.75,    1.00,    0.68
 200,     300,       6,     750,     100,   16500,    1.74,    2.94,    1.76,    10922.00,    15962.08,    10732.81,    0.97,    1.00,    0.94,    0.80,    1.00,    0.72
 200,     300,       6,    1000,     100,   21865,    2.35,    4.10,    2.40,    14026.00,    18794.33,    13701.45,    0.97,    1.00,    0.95,    0.83,    1.00,    0.74
 200,     300,       6,    2000,     100,   43237,    4.56,    7.38,    4.58,    25732.00,    32533.48,    25098.91,    0.97,    1.00,    0.96,    0.88,    1.00,    0.80
 200,     300,       6,    3000,     100,   64468,    6.40,    9.30,    6.31,    37114.50,    46712.06,    36022.97,    0.98,    1.00,    0.96,    0.91,    1.00,    0.83
