   d,     efc,       m,     efs,       k,      dc,    lp50,    lp99,    lave,        dp50,        dp99,        dave,    op50,    op99,    oave,    rp50,    rp99,    rave
 200,     300,      96,      10,     100,    2476,    0.31,    0.72,    0.32,     2782.00,     5131.09,     2911.44,    0.09,    0.10,    0.07,    0.10,    0.20,    0.12
 200,     300,      96,      20,     100,    2476,    0.50,    0.80,    0.47,     4321.50,     5239.01,     4041.36,    0.19,    0.20,    0.16,    0.20,    0.34,    0.21
 200,     300,      96,      50,     100,    2476,    0.60,    1.00,    0.61,     5017.00,     5252.01,     4912.29,    0.47,    0.50,    0.39,    0.50,    0.63,    0.43
 200,     300,      96,     100,     100,    2476,    0.63,    1.05,    0.65,     5022.50,     5253.00,     5028.19,    0.90,    1.00,    0.76,    0.62,    1.00,    0.60
 200,     300,      96,     150,     100,    3554,    0.94,    1.40,    0.96,     7173.00,     7415.05,     7163.60,    0.96,    1.00,    0.84,    0.69,    1.00,    0.66
 200,     300,      96,     200,     100,    4640,    1.25,    1.80,    1.26,     9348.00,     9601.02,     9318.49,    0.98,    1.00,    0.89,    0.75,    1.00,    0.70
 200,     300,      96,     250,     100,    5721,    1.56,    2.57,    1.60,    11509.00,    11762.00,    11452.98,    0.99,    1.00,    0.92,    0.80,    1.00,    0.73
 200,     300,      96,     300,     100,    6800,    1.85,    3.01,    1.89,    13666.00,    13901.02,    13587.72,    0.99,    1.00,    0.94,    0.83,    1.00,    0.75
 200,     300,      96,     500,     100,   11116,    3.07,    4.64,    3.13,    22296.00,    22539.02,    22082.59,    1.00,    1.00,    0.97,    0.90,    1.00,    0.80
 200,     300,      96,     750,     100,   16500,    4.62,    7.03,    4.73,    33062.00,    33290.03,    32623.99,    1.00,    1.00,    0.99,    0.94,    1.00,    0.84
 200,     300,      96,    1000,     100,   21865,    6.51,   10.46,    6.66,    43785.00,    44025.02,    43067.31,    1.00,    1.00,    0.99,    0.95,    1.00,    0.87
 200,     300,      96,    2000,     100,   43237,   14.60,   19.19,   14.81,    86527.00,    86749.02,    84400.74,    1.00,    1.00,    1.00,    0.98,    1.00,    0.92
 200,     300,      96,    3000,     100,   64468,   20.46,   28.13,   20.73,   128988.50,   129213.05,   125286.20,    1.00,    1.00,    1.00,    0.99,    1.00,    0.95
