   d,     efc,       m,     efs,       k,      dc,    lp50,    lp99,    lave,        dp50,        dp99,        dave,    op50,    op99,    oave,    rp50,    rp99,    rave
 100,     200,      80,      10,     100,    2403,    0.11,    0.29,    0.12,     2146.00,     4409.60,     2228.52,    0.09,    0.10,    0.07,    0.10,    0.20,    0.12
 100,     200,      80,      20,     100,    2403,    0.20,    0.43,    0.20,     3272.50,     4999.04,     3291.02,    0.20,    0.20,    0.17,    0.20,    0.37,    0.22
 100,     200,      80,      50,     100,    2403,    0.32,    0.50,    0.31,     4842.00,     5058.02,     4540.54,    0.49,    0.50,    0.43,    0.50,    0.60,    0.47
 100,     200,      80,     100,     100,    2403,    0.36,    0.54,    0.37,     4857.50,     5058.02,     4818.21,    0.96,    1.00,    0.86,    0.71,    1.00,    0.68
 100,     200,      80,     150,     100,    3482,    0.54,    0.83,    0.55,     7015.00,     7215.02,     6930.81,    0.98,    1.00,    0.92,    0.79,    1.00,    0.74
 100,     200,      80,     200,     100,    4564,    0.72,    1.09,    0.73,     9172.00,     9372.00,     9029.61,    0.99,    1.00,    0.95,    0.84,    1.00,    0.78
 100,     200,      80,     250,     100,    5651,    0.90,    1.34,    0.91,    11349.00,    11528.05,    11135.13,    1.00,    1.00,    0.96,    0.88,    1.00,    0.80
 100,     200,      80,     300,     100,    6733,    1.08,    1.66,    1.09,    13508.00,    13708.02,    13218.36,    1.00,    1.00,    0.97,    0.90,    1.00,    0.82
 100,     200,      80,     500,     100,   11066,    1.80,    2.72,    1.83,    22175.00,    22371.04,    21492.67,    1.00,    1.00,    0.99,    0.95,    1.00,    0.87
 100,     200,      80,     750,     100,   16475,    2.71,    4.49,    2.77,    32988.00,    33173.01,    31741.36,    1.00,    1.00,    0.99,    0.97,    1.00,    0.91
 100,     200,      80,    1000,     100,   21889,    3.65,    6.31,    3.73,    43816.00,    44001.02,    41920.30,    1.00,    1.00,    0.99,    0.98,    1.00,    0.93
 100,     200,      80,    2000,     100,   43462,    7.55,   12.92,    7.73,    86957.00,    87122.03,    82124.28,    1.00,    1.00,    1.00,    1.00,    1.00,    0.97
 100,     200,      80,    3000,     100,   64965,   11.66,   21.90,   11.95,   129960.50,   130125.02,   121800.61,    1.00,    1.00,    1.00,    1.00,    1.00,    0.98
