   d,     efc,       m,     efs,       k,      dc,    lp50,    lp99,    lave,        dp50,        dp99,        dave,    op50,    op99,    oave,    rp50,    rp99,    rave
 200,     300,      48,      10,     100,    2476,    0.21,    0.46,    0.22,     2147.50,     4161.10,     2240.95,    0.09,    0.10,    0.07,    0.10,    0.20,    0.11
 200,     300,      48,      20,     100,    2476,    0.36,    0.61,    0.37,     3303.50,     5070.00,     3344.57,    0.19,    0.20,    0.16,    0.20,    0.37,    0.21
 200,     300,      48,      50,     100,    2476,    0.58,    0.86,    0.56,     4991.00,     5120.00,     4782.94,    0.47,    0.50,    0.40,    0.50,    0.64,    0.44
 200,     300,      48,     100,     100,    2476,    0.62,    0.91,    0.63,     5002.00,     5120.00,     4987.12,    0.93,    1.00,    0.80,    0.64,    1.00,    0.62
 200,     300,      48,     150,     100,    3554,    0.92,    1.32,    0.93,     7154.00,     7272.01,     7117.96,    0.97,    1.00,    0.87,    0.73,    1.00,    0.68
 200,     300,      48,     200,     100,    4640,    1.19,    1.93,    1.21,     9327.00,     9447.01,     9259.43,    0.98,    1.00,    0.91,    0.79,    1.00,    0.71
 200,     300,      48,     250,     100,    5721,    1.50,    2.17,    1.51,    11488.00,    11610.01,    11386.67,    0.99,    1.00,    0.94,    0.82,    1.00,    0.74
 200,     300,      48,     300,     100,    6800,    1.67,    2.46,    1.69,    13644.00,    13762.01,    13502.69,    0.99,    1.00,    0.95,    0.85,    1.00,    0.76
 200,     300,      48,     500,     100,   11116,    2.74,    4.00,    2.77,    22274.00,    22399.02,    21927.81,    1.00,    1.00,    0.98,    0.91,    1.00,    0.81
 200,     300,      48,     750,     100,   16500,    4.34,    6.33,    4.38,    33040.00,    33156.00,    32332.66,    1.00,    1.00,    0.98,    0.94,    1.00,    0.85
 200,     300,      48,    1000,     100,   21865,    5.96,    8.58,    6.02,    43770.00,    43886.01,    42630.95,    1.00,    1.00,    0.99,    0.96,    1.00,    0.87
 200,     300,      48,    2000,     100,   43237,   12.16,   18.51,   12.36,    86510.00,    86624.02,    83293.88,    1.00,    1.00,    0.99,    0.99,    1.00,    0.93
 200,     300,      48,    3000,     100,   64468,   18.10,   23.19,   18.15,   128968.00,   129080.02,   123359.63,    1.00,    1.00,    0.99,    0.99,    1.00,    0.95
