d,efc,m,efs,k,recall,distcountconstr,distcountsearch,distcache
128,50,32,100,100,0.9845,4564293,84589
128,100,32,100,100,0.9934,7253048,93969
128,200,32,100,100,0.9958,10996630,100934
128,50,64,100,100,0.9861,4730278,89382
128,100,64,100,100,0.9953,7602457,101565
128,200,64,100,100,0.9978,11604528,111900
128,50,128,100,100,0.9997,8655856,169717
128,100,128,100,100,0.9955,7805460,103630
128,200,128,100,100,0.9981,11835168,114279
128,50,32,200,100,0.9974,4564293,129203
128,100,32,200,100,0.9994,7253048,142310
128,200,32,200,100,0.9997,10996630,151889
128,50,64,200,100,0.9976,4730278,135650
128,100,64,200,100,0.9996,7602457,151845
128,200,64,200,100,0.9998,11604528,165599
128,50,128,200,100,0.9999,8655856,231272
128,100,128,200,100,0.9997,7805460,154294
128,200,128,200,100,0.9999,11835168,168389
128,50,32,400,100,0.9999,4564293,192577
128,100,32,400,100,1,7253048,208251
128,200,32,400,100,1,10996630,220359
128,50,64,400,100,0.9999,4730278,199500
128,100,64,400,100,1,7602457,218779
128,200,64,400,100,1,11604528,235235
128,50,128,400,100,1,8655856,305272
128,100,128,400,100,1,7805460,221513
128,200,128,400,100,1,11835168,238354
