d,efc,m,efs,k,recall,distcountconstr,distcountsearch,distcache
128,50,32,100,100,0.9846,4565706,79824
128,100,32,100,100,0.9934,7253239,89145
128,200,32,100,100,0.9958,10996180,96201
128,50,64,100,100,0.9864,4730525,84673
128,100,64,100,100,0.9952,7600366,96795
128,200,64,100,100,0.9978,11605709,107081
128,50,128,100,100,0.9995,8657461,165094
128,100,128,100,100,0.9954,7804101,98801
128,200,128,100,100,0.9981,11836264,109392
128,50,32,200,100,0.9975,4565187,124404
128,100,32,200,100,0.9994,7251780,137406
128,200,32,200,100,0.9997,10996074,146994
128,50,64,200,100,0.9976,4730468,130682
128,100,64,200,100,0.9996,7603079,146973
128,200,64,200,100,0.9998,11605052,160688
128,50,128,200,100,0.9999,8656481,226438
128,100,128,200,100,0.9996,7803910,149394
128,200,128,200,100,0.9999,11835431,163490
128,50,32,400,100,0.9998,4565676,187587
128,100,32,400,100,1,7252498,203274
128,200,32,400,100,1,10996635,215382
128,50,64,400,100,0.9997,4730709,194495
128,100,64,400,100,1,7600521,213791
128,200,64,400,100,1,11604151,230261
128,50,128,400,100,1,8656870,300256
128,100,128,400,100,0.9999,7804421,216537
128,200,128,400,100,1,11835753,233400
