d,efc,m,efs,k,recall,distcountconstr,distcountsearch,distcache
128,50,32,100,100,0.9848,4564293,84623
128,100,32,100,100,0.9934,7253048,93821
128,200,32,100,100,0.9958,10996630,100924
128,50,64,100,100,0.9862,4730278,89414
128,100,64,100,100,0.9953,7602457,101666
128,200,64,100,100,0.9978,11604528,111892
128,50,128,100,100,0.9995,8655856,169586
128,100,128,100,100,0.9954,7805460,103661
128,200,128,100,100,0.9981,11835168,114215
128,50,32,200,100,0.9974,4564293,129178
128,100,32,200,100,0.9994,7253048,142282
128,200,32,200,100,0.9997,10996630,151906
128,50,64,200,100,0.9976,4730278,135630
128,100,64,200,100,0.9996,7602457,151884
128,200,64,200,100,0.9998,11604528,165609
128,50,128,200,100,0.9999,8655856,231261
128,100,128,200,100,0.9996,7805460,154272
128,200,128,200,100,0.9999,11835168,168374
128,50,32,400,100,0.9999,4564293,192581
128,100,32,400,100,1,7253048,208253
128,200,32,400,100,1,10996630,220394
128,50,64,400,100,0.9999,4730278,199505
128,100,64,400,100,1,7602457,218778
128,200,64,400,100,1,11604528,235247
128,50,128,400,100,1,8655856,305266
128,100,128,400,100,1,7805460,221513
128,200,128,400,100,1,11835168,238350
