d,efc,m,efs,k,recall,distcountconstr,distcountsearch,distcache
128,50,32,100,100,0.9845,4564293,77775
128,100,32,100,100,0.9934,7253048,87194
128,200,32,100,100,0.9959,10996630,94491
128,50,64,100,100,0.9862,4730278,82633
128,100,64,100,100,0.9955,7602457,94733
128,200,64,100,100,0.9978,11604528,105003
128,50,128,100,100,0.9995,8655856,163581
128,100,128,100,100,0.9954,7805460,97071
128,200,128,100,100,0.9981,11835168,107502
128,50,32,200,100,0.9975,4564293,122233
128,100,32,200,100,0.9994,7253048,135240
128,200,32,200,100,0.9998,10996630,144836
128,50,64,200,100,0.9977,4730278,128565
128,100,64,200,100,0.9997,7602457,145021
128,200,64,200,100,0.9998,11604528,158603
128,50,128,200,100,0.9999,8655856,224512
128,100,128,200,100,0.9996,7805460,147297
128,200,128,200,100,0.9999,11835168,161296
128,50,32,400,100,0.9999,4564293,185295
128,100,32,400,100,1,7253048,200966
128,200,32,400,100,1,10996630,213038
128,50,64,400,100,0.9999,4730278,192160
128,100,64,400,100,1,7602457,211407
128,200,64,400,100,1,11604528,227859
128,50,128,400,100,1,8655856,298044
128,100,128,400,100,1,7805460,214145
128,200,128,400,100,1,11835168,231001
