d,efc,m,efs,k,recall,distcountconstr,distcountsearch,distcache
128,50,32,100,100,0.9845,3873969,84634
128,100,32,100,100,0.9934,6540857,93901
128,200,32,100,100,0.9958,10266482,100939
128,50,64,100,100,0.9862,4048108,89534
128,100,64,100,100,0.9953,6894602,101551
128,200,64,100,100,0.9978,10876276,111812
128,50,128,100,100,0.9996,8018357,169662
128,100,128,100,100,0.9954,7098319,103576
128,200,128,100,100,0.9981,11106941,114131
128,50,32,200,100,0.9974,3873969,129285
128,100,32,200,100,0.9994,6540857,142300
128,200,32,200,100,0.9997,10266482,151888
128,50,64,200,100,0.9976,4048108,135749
128,100,64,200,100,0.9996,6894602,151877
128,200,64,200,100,0.9998,10876276,165575
128,50,128,200,100,0.9999,8018357,231295
128,100,128,200,100,0.9996,7098319,154287
128,200,128,200,100,0.9999,11106941,168379
128,50,32,400,100,0.9999,3873969,192622
128,100,32,400,100,1,6540857,208257
128,200,32,400,100,1,10266482,220366
128,50,64,400,100,0.9999,4048108,199706
128,100,64,400,100,1,6894602,218771
128,200,64,400,100,1,10876276,235239
128,50,128,400,100,1,8018357,305257
128,100,128,400,100,1,7098319,221507
128,200,128,400,100,1,11106941,238356
