d,efc,m,efs,k,recall,distcountconstr,distcountsearch,distcache
128,50,32,100,100,0.9847,4564352,77243
128,100,32,100,100,0.9935,7252298,86521
128,200,32,100,100,0.9958,10996506,93540
128,50,64,100,100,0.986,4730118,81913
128,100,64,100,100,0.9954,7601275,93966
128,200,64,100,100,0.9978,11605523,104577
128,50,128,100,100,0.9996,8655112,162851
128,100,128,100,100,0.9856,7805395,96795
128,200,128,100,100,0.9981,11835757,106917
128,50,32,200,100,0.9975,4565578,121304
128,100,32,200,100,0.9894,7252666,134047
128,200,32,200,100,0.9997,10995945,144020
128,50,64,200,100,0.9977,4730908,127696
128,100,64,200,100,0.9995,7600133,143744
128,200,64,200,100,0.9998,11604730,157684
128,50,128,200,100,0.9999,8657115,224114
128,100,128,200,100,0.9996,7804694,146470
128,200,128,200,100,0.9999,11836235,160414
128,50,32,400,100,0.9999,4565272,184156
128,100,32,400,100,1,7253464,199723
128,200,32,400,100,1,10996562,211847
128,50,64,400,100,0.9997,4731011,192363
128,100,64,400,100,1,7601324,210415
128,200,64,400,100,1,11604993,226799
128,50,128,400,100,1,8654931,297161
128,100,128,400,100,1,7804625,212999
128,200,128,400,100,1,11834963,231361
