d,efc,m,efs,k,recall,distcountconstr,distcountsearch,distcache
128,50,32,100,100,0.9846,4092761,84669
128,100,32,100,100,0.9933,6769663,93945
128,200,32,100,100,0.996,10502021,101057
128,50,64,100,100,0.9862,4258774,89362
128,100,64,100,100,0.9953,7117761,101572
128,200,64,100,100,0.9978,11113156,111874
128,50,128,100,100,0.9995,8206845,169790
128,100,128,100,100,0.9954,7319617,103707
128,200,128,100,100,0.9981,11342436,114207
128,50,32,200,100,0.9974,4092667,129276
128,100,32,200,100,0.9994,6768150,142312
128,200,32,200,100,0.9997,10502947,151929
128,50,64,200,100,0.9977,4257716,135665
128,100,64,200,100,0.9995,7118310,151869
128,200,64,200,100,0.9998,11112823,165578
128,50,128,200,100,0.9998,8203897,231340
128,100,128,200,100,0.9995,7322109,154273
128,200,128,200,100,0.9999,11341086,168383
128,50,32,400,100,0.9999,4092524,192556
128,100,32,400,100,1,6767885,208270
128,200,32,400,100,1,10505699,220377
128,50,64,400,100,0.9999,4259749,199572
128,100,64,400,100,1,7116881,218779
128,200,64,400,100,1,11113148,235247
128,50,128,400,100,0.9998,8207450,305276
128,100,128,400,100,1,7322526,221518
128,200,128,400,100,1,11345638,238379
