d,efc,m,efs,k,dc,lp50,lp99,lave, dp50,dp99,dave,op50,op99,oave,rp50,rp99,rave
96,100,16,10,100,3212,0.231,0.31951,0.225489,4750.5,5552.03,4676.88,0.95,1,0.92933,0.97,1,0.94955
96,100,16,20,100,3212,0.2305,0.32801,0.225913,4750.5,5552.03,4676.88,0.9595,1.01,0.938623,0.9797,1.01,0.959044
96,100,16,50,100,3212,0.231,0.32002,0.225954,4750.5,5552.03,4676.88,0.959595,1.0101,0.938716,0.979797,1.0101,0.959141
96,100,16,100,100,3212,0.2305,0.32051,0.225773,4750.5,5552.03,4676.88,0.959596,1.0101,0.938717,0.979798,1.0101,0.959141
96,100,16,150,100,4679,0.34375,0.463005,0.334545,6927.5,7968.01,6818.15,0.979697,1.0101,0.964457,0.999798,1.0101,0.981491
96,100,16,200,100,6143,0.4515,0.606035,0.43959,9112.5,10453.2,8957.99,0.989899,1.0101,0.978515,1.0099,1.0101,0.991575
96,100,16,250,100,7607,0.55625,0.75052,0.543456,11279,12953.2,11098.1,0.999899,1.0101,0.986075,1.0101,1.0101,0.997776
96,100,16,300,100,9065,0.6555,0.88352,0.64049,13457.5,15428.2,13233.5,1,1.0101,0.991371,1.0101,1.0101,1.00106
96,100,16,500,100,14849,1.0355,1.40503,1.01706,22101.5,25373.1,21722.8,1.01,1.0101,1.00072,1.0101,1.0101,1.00653
96,100,16,750,100,22034,1.49,2.03605,1.46591,32894,37561.7,32286.5,1.0101,1.0101,1.00467,1.0101,1.0101,1.00853
96,100,16,1000,100,29159,1.92975,2.64014,1.90281,43552.5,49713.4,42788.9,1.0101,1.0101,1.00677,1.0101,1.0101,1.00916
96,100,16,2000,100,57360,3.61025,4.99026,3.58049,85896,97700.4,84474.6,1.0101,1.0101,1.00895,1.0101,1.0101,1.00992
96,100,16,3000,100,85256,5.26875,7.28428,5.21429,128009,145603,125840,1.0101,1.0101,1.00954,1.0101,1.0101,1.01004
