d,efc,m,efs,k,dc,lp50,lp99,lave, dp50,dp99,dave,op50,op99,oave,rp50,rp99,rave
128,50,8,10,100,2032,0.187,0.25103,0.1838,2700,3135.11,2683.29,0.84,0.990099,0.824,0.9,1,0.8796
128,50,8,20,100,2032,0.188,0.249505,0.185092,2700,3135.11,2683.29,0.8484,1,0.83224,0.909,1.01,0.888396
128,50,8,50,100,2032,0.188,0.24652,0.184929,2700,3135.11,2683.29,0.848484,1.0001,0.832322,0.90909,1.0101,0.888483
128,50,8,100,100,2032,0.188,0.24552,0.184293,2700,3135.11,2683.29,0.848485,1.0001,0.832323,0.909091,1.0101,0.888484
128,50,8,150,100,2952,0.28775,0.363505,0.279986,3922,4351.02,3881.95,0.90803,1.01,0.883103,0.949091,1.0101,0.934215
128,50,8,200,100,3873,0.39,0.46751,0.377294,5143,5611.05,5085.62,0.929188,1.0101,0.912921,0.979289,1.0101,0.958112
128,50,8,250,100,4786,0.488,0.584015,0.471685,6357,6888.05,6288.12,0.949293,1.0101,0.930689,0.989793,1.0101,0.973261
128,50,8,300,100,5700,0.582,0.688005,0.562735,7576,8166.06,7486.28,0.959495,1.0101,0.943537,0.999694,1.0101,0.982423
128,50,8,500,100,9323,0.952,1.12052,0.919958,12419,13337.1,12274.7,0.979797,1.0101,0.970955,1.0099,1.0101,0.997844
128,50,8,750,100,13816,1.377,1.62552,1.33406,18447.5,19749.1,18230.5,0.999697,1.0101,0.984989,1.0101,1.0101,1.00461
128,50,8,1000,100,18283,1.8025,2.15401,1.74972,24456.5,26109.1,24161.7,0.999999,1.0101,0.99243,1.0101,1.0101,1.00709
128,50,8,2000,100,35955,3.41575,4.12358,3.31992,48289.5,51361.1,47710.6,1.01,1.0101,1.00194,1.0101,1.0101,1.00942
128,50,8,3000,100,53424,4.96025,6.01333,4.82657,71934,76430.2,71106.8,1.0101,1.0101,1.00457,1.0101,1.0101,1.00978
