d,efc,m,efs,k,dc,lp50,lp99,lave, dp50,dp99,dave,op50,op99,oave,rp50,rp99,rave
256,200,10,10,100,1640,0.38475,0.5935,0.385121,3716,5463.03,3820.89,0.87,1,0.731156,0.83,1,0.732828
256,200,10,20,100,1640,0.385,0.593505,0.385547,3716,5463.03,3820.89,0.8787,1.01,0.738473,0.8383,1.01,0.740158
256,200,10,50,100,1640,0.386,0.5955,0.386105,3716,5463.03,3820.89,0.878787,1.0101,0.738549,0.838383,1.0101,0.740237
256,200,10,100,100,1640,0.3855,0.595,0.38557,3716,5463.03,3820.89,0.878788,1.0101,0.738555,0.838384,1.0101,0.740241
256,200,10,150,100,2354,0.535,0.8335,0.535416,5292,7342.04,5399.02,0.899293,1.0101,0.786409,0.868283,1.0101,0.770626
256,200,10,200,100,3069,0.6995,1.023,0.694234,6846,9088.17,6939.76,0.918988,1.0101,0.814188,0.888384,1.0101,0.79006
256,200,10,250,100,3784,0.8495,1.1835,0.837792,8404,10657.1,8469.85,0.929093,1.0101,0.832071,0.898882,1.0101,0.804571
256,200,10,300,100,4498,0.96375,1.30301,0.946339,9951,12220.1,9988.84,0.929394,1.0101,0.844341,0.908986,1.0101,0.816564
256,200,10,500,100,7377,1.635,2.2225,1.59082,16119,18090.1,16061.7,0.949191,1.0101,0.872837,0.929293,1.0101,0.851308
256,200,10,750,100,10996,2.45325,3.06802,2.36743,23819,25651,23684.9,0.95904,1.0101,0.892292,0.949394,1.0101,0.881578
256,200,10,1000,100,14629,3.2565,4.09655,3.13632,31515,33420,31318.6,0.959595,1.0101,0.905053,0.969292,1.0101,0.90333
256,200,10,2000,100,29223,6.5085,7.57852,6.25676,62237,64893,61916.6,0.969697,1.0101,0.933494,0.989594,1.0101,0.950112
256,200,10,3000,100,43841,9.97825,11.2755,9.65959,92865.5,96222,92487.8,0.979794,1.0101,0.950062,0.999894,1.0101,0.972124
