d,efc,m,efs,k,dc,lp50,lp99,lave, dp50,dp99,dave,op50,op99,oave,rp50,rp99,rave
100,200,16,10,100,2403,0.322,0.473035,0.31938,5780,7846.59,5820.44,0.99,1,0.94693,0.755,1,0.70186
100,200,16,20,100,2403,0.323,0.474565,0.320576,5780,7846.59,5820.44,0.99,1,0.94693,0.755,1,0.70186
100,200,16,50,100,2403,0.321,0.478545,0.319681,5780,7846.59,5820.44,0.99,1,0.94693,0.755,1,0.70186
100,200,16,100,100,2403,0.32125,0.47851,0.320039,5780,7846.59,5820.44,0.99,1,0.94693,0.755,1,0.70186
100,200,16,150,100,3482,0.46375,0.651025,0.456524,8328.5,10936.2,8339.99,0.99,1,0.95906,0.82,1,0.75375
100,200,16,200,100,4564,0.603,0.800065,0.58903,10872.5,13030.5,10839.6,0.99,1,0.9658,0.86,1,0.78471
100,200,16,250,100,5651,0.7385,0.960035,0.720954,13435,15756,13347,0.99,1,0.96974,0.88,1,0.8084
100,200,16,300,100,6733,0.867,1.12953,0.847318,15969,18302.2,15839.2,0.99,1,0.97223,0.9,1,0.82633
100,200,16,500,100,11066,1.3845,1.74953,1.35299,26107,28905.3,25879.7,1,1,0.9792,0.94,1,0.871321
100,200,16,750,100,16475,2.0815,3.29393,2.10575,38767,42546.3,38410.1,1,1,0.9835,0.96,1,0.902401
100,200,16,1000,100,21889,2.6485,3.36606,2.58816,51415.5,56185.5,50935.8,1,1,0.98531,0.97,1,0.92072
100,200,16,2000,100,43462,5.20775,6.9672,5.06922,101744,110585,100951,1,1,0.98892,0.99,1,0.95813
100,200,16,3000,100,64965,7.7005,9.57814,7.44933,151902,164522,150780,1,1,0.99144,1,1,0.97317
