d,efc,m,efs,k,dc,lp50,lp99,lave, dp50,dp99,dave,op50,op99,oave,rp50,rp99,rave
200,200,16,10,100,4952,0.56975,0.922545,0.575831,5752.5,8783.96,5929.24,0.84,1,0.76398,0.76,1,0.69431
200,200,16,20,100,4952,0.5645,0.911,0.571221,5752.5,8783.96,5929.24,0.8484,1.01,0.77162,0.7676,1.01,0.701253
200,200,16,50,100,4952,0.563,0.918055,0.569707,5752.5,8783.96,5929.24,0.848484,1.0101,0.771696,0.767676,1.0101,0.701322
200,200,16,100,100,4952,0.56475,0.922555,0.571151,5752.5,8783.96,5929.24,0.848485,1.0101,0.771697,0.767677,1.0101,0.701323
200,200,16,150,100,7108,0.8255,1.30654,0.825025,8312,12413.8,8481.98,0.878737,1.0101,0.817327,0.82798,1.0101,0.747263
200,200,16,200,100,9280,1.0705,1.60064,1.06006,10862.5,15309.8,10997.7,0.899136,1.0101,0.845803,0.868479,1.0101,0.777053
200,200,16,250,100,11443,1.317,1.91852,1.29665,13437,18502.4,13520.7,0.919089,1.0101,0.864318,0.888835,1.0101,0.79891
200,200,16,300,100,13600,1.5565,2.16968,1.52654,15983.5,20774.8,16018.7,0.929192,1.0101,0.878773,0.908634,1.0101,0.814589
200,200,16,500,100,22232,2.48,3.20264,2.41124,26112.5,29634.1,25981.4,0.95919,1.0101,0.906208,0.939191,1.0101,0.853866
200,200,16,750,100,33000,3.43125,4.53414,3.34406,38746.5,42405.2,38433.8,0.969592,1.0101,0.922472,0.959592,1.0101,0.881759
200,200,16,1000,100,43731,4.70075,7.8087,4.6307,51280.5,55628.9,50884.7,0.979595,1.0101,0.932415,0.969596,1.0101,0.900298
200,200,16,2000,100,86475,8.55225,11.0108,8.29205,101134,108504,100379,0.989695,1.0101,0.950964,0.989797,1.0101,0.940623
200,200,16,3000,100,128937,12.8515,16.2613,12.4403,150516,160966,149525,0.989898,1.0101,0.96024,0.999996,1.0101,0.960956
